first_seen,last_seen,ip_address,category,attacks_count
2018-07-20 05:52:59,2018-07-20 05:52:59,14.247.31.226,MS-DS Attack,1
2018-07-20 03:25:16,2018-07-20 03:25:16,14.246.156.76,MS-DS Attack,1
2018-07-20 00:12:38,2018-07-20 00:12:38,197.128.128.55,Unclassified,1
2018-07-20 05:48:55,2018-07-20 05:48:55,14.245.200.219,MS-DS Attack,1
2018-07-19 21:15:32,2018-07-19 21:15:32,49.85.158.225,Unclassified,1
2018-07-19 20:17:50,2018-07-19 20:17:50,31.163.127.203,Telnet,1
2018-07-19 18:12:44,2018-07-19 18:12:44,221.213.150.184,Unclassified,1
2018-07-19 22:55:17,2018-07-19 22:55:17,36.79.49.237,Telnet,1
2018-07-19 21:52:34,2018-07-19 21:52:34,89.214.39.158,Unclassified,1
2018-07-20 05:54:03,2018-07-20 05:54:03,14.235.154.9,MS-DS Attack,1
2018-07-19 20:24:59,2018-07-19 20:24:59,52.0.175.124,SSH Brute Force,1
2018-07-20 03:47:14,2018-07-20 03:47:14,14.232.170.105,MS-DS Attack,1
2018-07-20 04:42:13,2018-07-20 04:42:13,14.231.241.109,MS-DS Attack,1
2018-07-19 19:57:27,2018-07-19 19:57:27,36.73.54.237,Proxy Scan,1
2018-07-19 22:43:52,2018-07-19 22:43:52,37.38.71.236,Unclassified,1
2018-07-19 22:56:38,2018-07-19 22:56:38,79.163.143.128,Telnet,1
2018-07-19 21:33:54,2018-07-19 21:33:54,42.98.215.137,Unclassified,1
2018-07-19 20:06:53,2018-07-19 20:06:53,41.233.77.137,Telnet,1
2018-07-19 23:24:05,2018-07-19 23:24:05,46.52.215.174,Telnet,1
2018-07-20 03:24:27,2018-07-20 03:24:27,118.96.153.169,MS-DS Attack,1
2018-07-19 19:37:28,2018-07-19 19:37:28,83.196.184.164,Unclassified,1
2018-07-19 18:21:45,2018-07-19 18:21:45,83.147.220.39,Telnet,1
2018-07-20 03:17:53,2018-07-20 03:17:53,14.229.21.211,MS-DS Attack,1
2018-07-19 23:49:41,2018-07-19 23:49:41,37.211.181.36,Proxy Scan,1
2018-07-20 04:38:21,2018-07-20 04:38:21,14.228.19.171,MS-DS Attack,1
2018-07-20 03:28:57,2018-07-20 03:28:57,14.228.100.80,MS-DS Attack,1
2018-07-19 23:51:01,2018-07-19 23:51:01,36.68.239.32,Telnet,1
2018-07-19 21:10:58,2018-07-19 21:10:58,43.239.153.192,Proxy Scan,1
2018-07-19 19:38:11,2018-07-19 19:38:11,5.135.214.32,SSH Brute Force,1
2018-07-20 04:04:48,2018-07-20 04:04:48,14.207.30.125,MS-DS Attack,1
2018-07-19 18:07:34,2018-07-19 18:07:34,5.27.212.213,Unclassified,1
2018-07-20 04:38:12,2018-07-20 04:38:12,14.189.238.32,MS-DS Attack,1
2018-07-20 05:01:18,2018-07-20 05:01:18,14.188.55.23,MS-DS Attack,1
2018-07-19 19:13:04,2018-07-19 19:13:04,77.34.190.49,Proxy Scan,1
2018-07-19 19:01:15,2018-07-19 19:01:15,46.188.66.62,Telnet,1
2018-07-19 20:17:25,2018-07-19 20:17:25,41.237.8.156,Telnet,1
2018-07-19 20:59:53,2018-07-19 20:59:53,31.217.214.140,Telnet,1
2018-07-19 22:52:35,2018-07-19 22:52:35,208.54.44.187,Unclassified,1
2018-07-19 20:10:59,2018-07-19 20:10:59,82.130.42.74,Proxy Scan,1
2018-07-20 05:31:34,2018-07-20 05:31:34,14.187.78.93,MS-DS Attack,1
2018-07-19 21:50:14,2018-07-19 21:50:14,89.238.177.189,SIP,1
2018-07-19 22:00:47,2018-07-19 22:00:47,41.75.134.242,Unclassified,1
2018-07-19 23:54:01,2018-07-19 23:54:01,84.22.60.56,Telnet,1
2018-07-19 20:44:53,2018-07-19 20:44:53,61.231.129.206,Unclassified,1
2018-07-20 05:31:50,2018-07-20 05:31:50,14.183.236.220,MS-DS Attack,1
2018-07-19 19:42:37,2018-07-19 19:42:37,31.171.0.2,SSH Brute Force,1
2018-07-20 05:53:31,2018-07-20 05:53:31,14.182.36.240,MS-DS Attack,1
2018-07-19 20:42:13,2018-07-19 20:42:13,77.217.128.214,Unclassified,1
2018-07-19 22:26:41,2018-07-19 22:26:41,42.2.13.246,Unclassified,1
2018-07-19 21:21:38,2018-07-19 21:21:38,221.230.223.78,Unclassified,1
2018-07-19 23:13:29,2018-07-19 23:13:29,41.146.23.51,Unclassified,1
2018-07-20 05:44:40,2018-07-20 05:44:40,14.181.26.214,MS-DS Attack,1
2018-07-20 03:41:15,2018-07-20 03:41:15,14.181.176.127,MS-DS Attack,1
2018-07-19 19:42:54,2018-07-19 19:42:54,77.217.188.214,Unclassified,1
2018-07-19 20:15:55,2018-07-19 20:15:55,191.248.100.21,Telnet,1
2018-07-19 19:16:05,2018-07-19 19:16:05,221.211.154.239,Telnet,1
2018-07-20 01:09:51,2018-07-20 01:09:51,91.92.120.106,VNC Attack,1
2018-07-19 23:11:15,2018-07-19 23:11:15,31.162.187.134,Telnet,1
2018-07-19 22:12:18,2018-07-19 22:12:18,221.232.126.122,MS-SQL Attack,1
2018-07-20 05:20:28,2018-07-20 05:20:28,14.176.210.115,MS-DS Attack,1
2018-07-19 21:42:50,2018-07-19 21:42:50,91.58.64.156,VNC Attack,1
2018-07-20 05:06:57,2018-07-20 05:06:57,14.175.71.40,MS-DS Attack,1
2018-07-20 03:27:27,2018-07-20 03:27:27,14.173.202.228,MS-DS Attack,1
2018-07-20 00:22:33,2018-07-20 00:22:33,14.172.81.156,MS-DS Attack,1
2018-07-19 22:07:13,2018-07-19 22:07:13,27.2.86.119,Unclassified,1
2018-07-19 20:43:43,2018-07-19 20:43:43,2.68.81.41,Unclassified,1
2018-07-20 05:12:14,2018-07-20 05:12:14,14.171.217.104,MS-DS Attack,1
2018-07-19 23:01:45,2018-07-19 23:01:45,201.26.162.123,Proxy Scan,1
2018-07-20 02:56:55,2018-07-20 02:56:55,14.168.54.173,MS-DS Attack,1
2018-07-19 21:22:45,2018-07-19 21:22:45,41.60.220.11,Proxy Scan,1
2018-07-20 05:39:53,2018-07-20 05:39:53,14.165.41.129,MS-DS Attack,1
2018-07-20 05:52:15,2018-07-20 05:52:15,14.164.248.8,MS-DS Attack,1
2018-07-20 05:22:25,2018-07-20 05:22:25,14.162.35.167,MS-DS Attack,1
2018-07-20 05:25:16,2018-07-20 05:25:16,14.162.147.209,MS-DS Attack,1
2018-07-19 18:46:48,2018-07-19 18:46:48,187.56.79.6,Telnet,1
2018-07-19 21:35:59,2018-07-19 21:35:59,41.36.21.38,Telnet,1
2018-07-19 23:41:05,2018-07-19 23:41:05,2.69.207.238,Unclassified,1
2018-07-19 18:51:49,2018-07-19 18:51:49,79.22.129.243,Telnet,1
2018-07-19 23:26:36,2018-07-19 23:26:36,5.233.147.167,Proxy Scan,1
2018-07-20 05:53:26,2018-07-20 05:53:26,14.161.20.2,MS-DS Attack,1
2018-07-19 22:55:34,2018-07-19 22:55:34,42.229.3.167,Telnet,1
2018-07-19 21:34:56,2018-07-19 21:34:56,36.37.184.209,Proxy Scan,1
2018-07-20 01:38:05,2018-07-20 01:38:05,187.11.58.38,Proxy Scan,1
2018-07-19 19:51:33,2018-07-19 19:51:33,42.80.170.121,Unclassified,1
2018-07-20 00:15:33,2018-07-20 00:15:33,14.0.176.110,Unclassified,1
2018-07-19 21:37:58,2018-07-19 21:37:58,37.79.124.26,Telnet,1
2018-07-19 18:28:42,2018-07-19 18:28:42,41.253.18.189,SSH Brute Force,1
2018-07-19 22:07:52,2018-07-19 22:07:52,36.73.48.75,Proxy Scan,1
2018-07-19 19:08:42,2018-07-19 19:08:42,31.163.33.208,Telnet,1
2018-07-20 04:15:34,2018-07-20 04:15:34,186.90.19.8,MS-DS Attack,1
2018-07-19 22:45:29,2018-07-19 22:45:29,213.175.54.40,Proxy Scan,1
2018-07-19 18:52:30,2018-07-19 18:52:30,41.39.185.176,Telnet,1
2018-07-19 23:33:29,2018-07-19 23:33:29,82.52.38.212,Proxy Scan,1
2018-07-19 19:27:14,2018-07-19 19:27:14,31.163.117.200,Telnet,1
2018-07-19 20:43:17,2018-07-19 20:43:17,41.47.142.167,Telnet,1
2018-07-19 22:49:49,2018-07-19 22:49:49,223.241.203.0,Telnet,1
2018-07-19 18:36:34,2018-07-19 18:36:34,31.162.73.180,Telnet,1
2018-07-19 22:05:40,2018-07-19 22:05:40,41.237.198.28,Proxy Scan,1
2018-07-19 22:17:28,2018-07-19 22:17:28,221.185.197.70,Telnet,1
2018-07-19 21:04:53,2018-07-19 21:04:53,60.195.35.6,MS-SQL Attack,1
2018-07-19 21:16:44,2018-07-19 21:16:44,41.42.180.145,Telnet,1
2018-07-19 19:00:34,2018-07-19 19:00:34,47.63.140.223,Unclassified,1
2018-07-19 23:59:35,2018-07-19 23:59:35,221.216.80.200,Unclassified,1
2018-07-20 00:59:20,2018-07-20 00:59:20,131.196.147.180,MS-DS Attack,1
2018-07-19 22:01:18,2018-07-19 22:01:18,45.234.78.29,Telnet,1
2018-07-19 23:59:54,2018-07-19 23:59:54,27.79.137.239,SSH Brute Force,1
2018-07-19 22:35:58,2018-07-19 22:35:58,95.69.124.191,Unclassified,1
2018-07-19 19:26:35,2018-07-19 19:26:35,41.147.137.65,Unclassified,1
2018-07-19 18:49:40,2018-07-19 18:49:40,46.32.31.97,Proxy Scan,1
2018-07-20 03:03:24,2018-07-20 03:03:24,125.90.49.224,MS-DS Attack,1
2018-07-19 19:38:34,2018-07-19 19:38:34,185.21.221.126,Proxy Scan,1
2018-07-19 19:13:06,2018-07-19 19:13:06,217.76.35.196,Telnet,1
2018-07-19 21:20:29,2018-07-19 21:20:29,39.67.97.60,Telnet,1
2018-07-20 05:44:36,2018-07-20 05:44:36,125.27.80.130,MS-DS Attack,1
2018-07-19 23:47:49,2018-07-19 23:47:49,41.46.4.20,Telnet,1
2018-07-20 03:57:10,2018-07-20 03:57:10,125.27.151.140,MS-DS Attack,1
2018-07-19 18:51:35,2018-07-19 18:51:35,223.80.8.229,Telnet,1
2018-07-20 01:25:13,2018-07-20 01:25:13,125.26.96.176,MS-DS Attack,1
2018-07-20 04:28:59,2018-07-20 04:28:59,125.26.177.147,MS-DS Attack,1
2018-07-19 18:33:05,2018-07-19 18:33:05,46.99.157.23,Proxy Scan,1
2018-07-20 03:02:18,2018-07-20 03:02:18,125.25.24.204,MS-DS Attack,1
2018-07-19 19:01:38,2018-07-19 19:01:38,219.77.119.234,Unclassified,1
2018-07-20 01:30:08,2018-07-20 01:30:08,125.25.136.42,MS-DS Attack,1
2018-07-19 18:00:31,2018-07-19 18:00:31,37.21.114.50,Proxy Scan,1
2018-07-20 05:37:49,2018-07-20 05:37:49,58.187.29.57,MS-DS Attack,1
2018-07-19 23:59:45,2018-07-19 23:59:45,212.115.250.86,Telnet,1
2018-07-19 23:14:03,2018-07-19 23:14:03,41.35.25.252,Telnet,1
2018-07-20 04:57:28,2018-07-20 04:57:28,125.24.186.195,MS-DS Attack,1
2018-07-19 21:54:26,2018-07-19 21:54:26,46.50.38.163,Unclassified,1
2018-07-19 23:01:25,2018-07-19 23:01:25,5.235.232.9,Telnet,1
2018-07-19 18:21:39,2018-07-19 18:21:39,37.23.232.64,Proxy Scan,1
2018-07-20 03:24:05,2018-07-20 03:24:05,54.76.220.163,MS-DS Attack,1
2018-07-19 21:33:32,2018-07-19 21:33:32,39.178.163.132,Telnet,1
2018-07-20 00:20:29,2018-07-20 00:20:29,5.36.111.30,Telnet,1
2018-07-19 18:25:43,2018-07-19 18:25:43,46.50.95.152,Unclassified,1
2018-07-20 04:14:39,2018-07-20 04:14:39,125.165.164.13,MS-DS Attack,1
2018-07-19 22:32:13,2018-07-19 22:32:13,219.155.197.178,Telnet,1
2018-07-19 23:51:01,2018-07-19 23:51:01,78.165.75.35,Telnet,1
2018-07-20 04:25:10,2018-07-20 04:25:10,125.164.48.137,MS-DS Attack,1
2018-07-19 22:46:33,2018-07-19 22:46:33,200.71.251.147,Unclassified,1
2018-07-20 04:02:06,2018-07-20 04:02:06,125.164.231.113,MS-DS Attack,1
2018-07-20 03:21:09,2018-07-20 03:21:09,125.163.118.167,MS-DS Attack,1
2018-07-20 03:10:00,2018-07-20 03:10:00,125.162.48.151,MS-DS Attack,1
2018-07-19 23:31:21,2018-07-19 23:31:21,31.163.155.208,Telnet,1
2018-07-20 03:47:42,2018-07-20 03:47:42,125.162.252.192,MS-DS Attack,1
2018-07-19 19:17:30,2018-07-19 19:17:30,36.70.196.132,Telnet,1
2018-07-19 23:14:05,2018-07-19 23:14:05,83.178.123.131,Unclassified,1
2018-07-19 19:04:40,2018-07-19 19:04:40,5.190.111.14,Proxy Scan,1
2018-07-20 04:52:31,2018-07-20 04:52:31,125.161.137.192,MS-DS Attack,1
2018-07-19 22:14:07,2018-07-19 22:14:07,42.89.203.55,MS-SQL Attack,1
2018-07-19 18:49:08,2018-07-19 18:49:08,221.14.222.255,Telnet,1
2018-07-19 22:00:26,2018-07-19 22:00:26,27.210.6.206,Telnet,1
2018-07-20 03:28:35,2018-07-20 03:28:35,125.161.132.223,MS-DS Attack,1
2018-07-19 20:46:34,2018-07-19 20:46:34,24.157.19.218,Telnet,1
2018-07-20 05:26:41,2018-07-20 05:26:41,125.160.208.249,MS-DS Attack,1
2018-07-19 18:12:50,2018-07-19 18:12:50,31.43.250.176,Proxy Scan,1
2018-07-20 02:55:00,2018-07-20 02:55:00,125.160.140.158,MS-DS Attack,1
2018-07-19 19:40:13,2018-07-19 19:40:13,83.147.219.27,Proxy Scan,1
2018-07-20 02:57:46,2018-07-20 02:57:46,124.87.197.248,MS-DS Attack,1
2018-07-20 00:59:56,2018-07-20 00:59:56,5.140.243.175,Telnet,1
2018-07-20 01:15:59,2018-07-20 01:15:59,117.1.113.4,MS-DS Attack,1
2018-07-19 22:33:13,2018-07-19 22:33:13,222.140.183.99,Telnet,1
2018-07-19 23:41:20,2018-07-19 23:41:20,203.247.198.203,SSH Brute Force,1
2018-07-20 03:16:15,2018-07-20 03:16:15,124.12.88.175,MS-DS Attack,1
2018-07-19 18:18:09,2018-07-19 18:18:09,27.201.50.93,Telnet,1
2018-07-19 19:48:35,2018-07-19 19:48:35,41.46.186.49,SSH Brute Force,1
2018-07-19 21:09:39,2018-07-19 21:09:39,42.233.100.81,Telnet,1
2018-07-20 05:29:48,2018-07-20 05:29:48,124.12.211.237,MS-DS Attack,1
2018-07-19 20:54:25,2018-07-19 20:54:25,211.36.151.14,Telnet,1
2018-07-19 19:31:03,2018-07-19 19:31:03,201.1.90.39,Proxy Scan,1
2018-07-20 02:33:30,2018-07-20 02:33:30,5.136.184.237,MS-DS Attack,1
2018-07-19 22:32:02,2018-07-19 22:32:02,223.16.226.210,Unclassified,1
2018-07-20 03:15:39,2018-07-20 03:15:39,123.52.213.203,MS-DS Attack,1
2018-07-19 19:16:07,2018-07-19 19:16:07,41.35.99.0,Telnet,1
2018-07-19 22:34:24,2018-07-19 22:34:24,201.43.199.92,Telnet,1
2018-07-20 05:41:22,2018-07-20 05:41:22,123.27.60.61,MS-DS Attack,1
2018-07-19 19:57:33,2018-07-19 19:57:33,35.170.246.248,Unclassified,1
2018-07-19 20:32:12,2018-07-19 20:32:12,202.62.17.160,Unclassified,1
2018-07-19 23:57:16,2018-07-19 23:57:16,42.117.244.176,Telnet,1
2018-07-19 19:44:32,2018-07-19 19:44:32,222.82.132.189,Telnet,1
2018-07-19 18:23:46,2018-07-19 18:23:46,200.158.254.101,Telnet,1
2018-07-19 22:23:28,2018-07-19 22:23:28,218.86.200.252,Telnet,1
2018-07-19 18:03:21,2018-07-19 18:03:21,41.246.160.116,Unclassified,1
2018-07-19 18:09:19,2018-07-19 18:09:19,41.35.39.235,Telnet,1
2018-07-20 01:58:49,2018-07-20 01:58:49,123.252.227.34,MS-DS Attack,1
2018-07-19 21:06:43,2018-07-19 21:06:43,222.166.81.52,Telnet,1
2018-07-19 21:52:21,2018-07-19 21:52:21,219.246.54.73,Telnet,1
2018-07-19 22:47:22,2018-07-19 22:47:22,41.238.232.203,Telnet,1
2018-07-19 20:46:13,2018-07-19 20:46:13,41.151.163.198,Unclassified,1
2018-07-19 19:02:54,2018-07-19 19:02:54,41.239.20.227,Telnet,1
2018-07-19 23:48:43,2018-07-19 23:48:43,31.163.132.145,Telnet,1
2018-07-19 23:30:11,2018-07-19 23:30:11,36.79.249.110,Proxy Scan,1
2018-07-20 00:48:07,2018-07-20 00:48:07,123.20.91.226,MS-DS Attack,1
2018-07-19 20:16:15,2018-07-19 20:16:15,2.180.173.137,Telnet,1
2018-07-20 03:01:21,2018-07-20 03:01:21,123.193.78.203,MS-DS Attack,1
2018-07-19 22:35:04,2018-07-19 22:35:04,39.172.228.230,Telnet,1
2018-07-20 02:19:10,2018-07-20 02:19:10,123.185.50.7,MS-DS Attack,1
2018-07-19 22:27:50,2018-07-19 22:27:50,191.37.130.16,Proxy Scan,1
2018-07-20 00:33:23,2018-07-20 00:33:23,1.164.13.189,Postfix,1
2018-07-19 21:36:11,2018-07-19 21:36:11,208.54.86.218,Unclassified,1
2018-07-19 18:57:06,2018-07-19 18:57:06,196.127.134.130,Unclassified,1
2018-07-19 23:44:09,2018-07-19 23:44:09,42.229.75.225,Telnet,1
2018-07-19 23:40:22,2018-07-19 23:40:22,42.225.237.159,Telnet,1
2018-07-19 20:38:43,2018-07-19 20:38:43,2.187.234.34,Proxy Scan,1
2018-07-20 04:52:12,2018-07-20 04:52:12,123.17.140.202,MS-DS Attack,1
2018-07-19 21:49:44,2018-07-19 21:49:44,42.237.248.42,Telnet,1
2018-07-20 04:18:29,2018-07-20 04:18:29,123.166.153.249,Unclassified,1
2018-07-19 22:21:53,2018-07-19 22:21:53,217.99.145.104,Telnet,1
2018-07-20 05:53:54,2018-07-20 05:53:54,123.16.242.188,MS-DS Attack,1
2018-07-19 21:15:29,2018-07-19 21:15:29,191.23.4.116,Telnet,1
2018-07-19 18:51:21,2018-07-19 18:51:21,202.62.16.220,Unclassified,1
2018-07-19 22:57:24,2018-07-19 22:57:24,223.80.21.55,Telnet,1
2018-07-20 03:56:04,2018-07-20 03:56:04,123.160.250.202,MS-DS Attack,1
2018-07-19 20:03:26,2018-07-19 20:03:26,41.32.223.31,Telnet,1
2018-07-19 18:54:27,2018-07-19 18:54:27,46.50.111.199,Unclassified,1
2018-07-19 21:23:40,2018-07-19 21:23:40,27.47.155.8,Unclassified,1
2018-07-19 19:10:40,2018-07-19 19:10:40,201.69.171.108,Proxy Scan,1
2018-07-19 21:42:58,2018-07-19 21:42:58,218.77.193.13,Telnet,1
2018-07-19 21:47:22,2018-07-19 21:47:22,221.210.24.37,Telnet,1
2018-07-20 05:12:26,2018-07-20 05:12:26,116.107.250.136,MS-DS Attack,1
2018-07-19 18:27:08,2018-07-19 18:27:08,5.141.65.208,Telnet,1
2018-07-19 22:05:24,2018-07-19 22:05:24,197.57.59.3,Telnet,1
2018-07-19 22:58:18,2018-07-19 22:58:18,31.162.180.28,Telnet,1
2018-07-19 20:50:33,2018-07-19 20:50:33,46.34.172.111,Telnet,1
2018-07-20 01:42:24,2018-07-20 01:42:24,42.227.196.13,Telnet,1
2018-07-19 18:38:18,2018-07-19 18:38:18,178.94.36.192,Telnet,1
2018-07-19 21:20:24,2018-07-19 21:20:24,2.182.250.125,Proxy Scan,1
2018-07-19 20:28:20,2018-07-19 20:28:20,27.202.137.160,Telnet,1
2018-07-19 18:29:53,2018-07-19 18:29:53,222.221.198.27,Telnet,1
2018-07-20 01:31:21,2018-07-20 01:31:21,41.47.116.163,Telnet,1
2018-07-19 23:59:04,2018-07-19 23:59:04,201.92.144.59,Proxy Scan,1
2018-07-19 21:52:54,2018-07-19 21:52:54,218.85.201.119,Telnet,1
2018-07-19 22:09:30,2018-07-19 22:09:30,37.114.172.84,SSH Brute Force,1
2018-07-19 23:39:02,2018-07-19 23:39:02,222.78.2.85,Telnet,1
2018-07-20 05:56:50,2018-07-20 05:56:50,122.201.31.169,MS-DS Attack,1
2018-07-19 20:43:04,2018-07-19 20:43:04,2.179.214.230,Proxy Scan,1
2018-07-20 05:26:24,2018-07-20 05:26:24,39.64.212.148,Telnet,1
2018-07-20 02:06:00,2018-07-20 02:06:00,122.180.154.117,MS-DS Attack,1
2018-07-19 20:01:32,2018-07-19 20:01:32,191.209.74.71,Telnet,1
2018-07-19 22:52:36,2018-07-19 22:52:36,5.140.241.160,Telnet,1
2018-07-19 20:04:39,2018-07-19 20:04:39,203.153.107.105,Proxy Scan,1
2018-07-19 23:17:27,2018-07-19 23:17:27,49.79.97.35,Unclassified,1
2018-07-20 00:40:09,2018-07-20 00:40:09,182.76.92.46,MS-DS Attack,1
2018-07-20 03:24:41,2018-07-20 03:24:41,37.212.130.52,SSH Brute Force,1
2018-07-19 20:26:50,2018-07-19 20:26:50,43.239.152.202,Telnet,1
2018-07-19 20:29:17,2018-07-19 20:29:17,201.236.249.3,Proxy Scan,1
2018-07-19 23:59:06,2018-07-19 23:59:06,213.43.164.224,Unclassified,1
2018-07-19 21:22:06,2018-07-19 21:22:06,212.107.234.45,Telnet,1
2018-07-19 19:04:05,2018-07-19 19:04:05,189.111.56.189,Telnet,1
2018-07-19 19:22:27,2018-07-19 19:22:27,37.63.248.32,Proxy Scan,1
2018-07-19 19:26:08,2018-07-19 19:26:08,197.41.221.66,Telnet,1
2018-07-20 01:16:53,2018-07-20 01:16:53,182.180.102.64,Telnet,1
2018-07-19 19:32:23,2018-07-19 19:32:23,197.55.142.214,Telnet,1
2018-07-20 01:44:59,2018-07-20 01:44:59,120.188.93.217,MS-DS Attack,1
2018-07-19 22:35:11,2018-07-19 22:35:11,217.29.215.106,Proxy Scan,1
2018-07-19 18:40:33,2018-07-19 18:40:33,208.54.40.151,Unclassified,1
2018-07-19 19:46:35,2018-07-19 19:46:35,208.54.86.219,Unclassified,1
2018-07-20 04:59:59,2018-07-20 04:59:59,37.144.47.233,MS-DS Attack,1
2018-07-19 18:55:02,2018-07-19 18:55:02,188.19.186.193,Telnet,1
2018-07-19 22:18:33,2018-07-19 22:18:33,36.239.126.5,Unclassified,1
2018-07-19 18:01:06,2018-07-19 18:01:06,187.107.248.225,Telnet,1
2018-07-19 20:30:12,2018-07-19 20:30:12,191.241.48.243,Proxy Scan,1
2018-07-19 20:17:23,2018-07-19 20:17:23,185.192.241.23,Telnet,1
2018-07-19 19:36:50,2018-07-19 19:36:50,211.224.162.8,Telnet,1
2018-07-19 19:00:54,2018-07-19 19:00:54,188.3.80.161,Proxy Scan,1
2018-07-19 23:46:12,2018-07-19 23:46:12,201.27.214.141,Proxy Scan,1
2018-07-20 05:21:31,2018-07-20 05:21:31,36.231.39.202,MS-DS Attack,1
2018-07-19 20:21:14,2018-07-19 20:21:14,190.123.151.253,Telnet,1
2018-07-19 21:57:38,2018-07-19 21:57:38,37.156.188.159,Proxy Scan,1
2018-07-19 20:55:12,2018-07-19 20:55:12,197.34.144.37,Telnet,1
2018-07-19 22:36:21,2018-07-19 22:36:21,200.163.221.148,Telnet,1
2018-07-19 23:53:08,2018-07-19 23:53:08,36.234.92.58,Unclassified,1
2018-07-19 23:51:32,2018-07-19 23:51:32,191.17.191.152,Proxy Scan,1
2018-07-19 20:07:53,2018-07-19 20:07:53,211.36.149.228,Unclassified,1
2018-07-19 22:51:46,2018-07-19 22:51:46,5.188.207.31,SSH Brute Force,1
2018-07-20 05:42:08,2018-07-20 05:42:08,118.96.36.108,MS-DS Attack,1
2018-07-20 03:29:01,2018-07-20 03:29:01,118.96.252.120,MS-DS Attack,1
2018-07-19 18:52:06,2018-07-19 18:52:06,194.213.212.60,Proxy Scan,1
2018-07-19 20:05:29,2018-07-19 20:05:29,31.163.32.99,Telnet,1
2018-07-19 23:53:10,2018-07-19 23:53:10,200.171.63.141,Proxy Scan,1
2018-07-19 20:50:06,2018-07-19 20:50:06,197.57.71.241,Telnet,1
2018-07-19 20:49:55,2018-07-19 20:49:55,2.179.149.57,Proxy Scan,1
2018-07-19 20:00:31,2018-07-19 20:00:31,186.188.184.60,Unclassified,1
2018-07-19 21:22:29,2018-07-19 21:22:29,201.92.112.171,Telnet,1
2018-07-19 18:52:58,2018-07-19 18:52:58,196.87.102.63,Unclassified,1
2018-07-19 18:58:48,2018-07-19 18:58:48,187.57.254.195,Telnet,1
2018-07-19 22:11:33,2018-07-19 22:11:33,201.92.199.202,Telnet,1
2018-07-19 23:00:30,2018-07-19 23:00:30,211.36.153.94,Unclassified,1
2018-07-19 23:19:34,2018-07-19 23:19:34,201.239.189.116,Unclassified,1
2018-07-19 23:12:14,2018-07-19 23:12:14,222.222.169.26,SSH Brute Force,1
2018-07-19 18:38:24,2018-07-19 18:38:24,191.8.52.128,Proxy Scan,1
2018-07-19 20:12:45,2018-07-19 20:12:45,203.130.203.194,Telnet,1
2018-07-19 19:42:26,2018-07-19 19:42:26,187.243.241.50,SSH Brute Force,1
2018-07-20 04:24:19,2018-07-20 04:24:19,118.174.54.159,MS-DS Attack,1
2018-07-19 23:05:02,2018-07-19 23:05:02,201.2.232.188,Telnet,1
2018-07-19 20:15:52,2018-07-19 20:15:52,213.22.82.129,Unclassified,1
2018-07-19 21:20:32,2018-07-19 21:20:32,211.36.133.106,Unclassified,1
2018-07-19 19:53:34,2018-07-19 19:53:34,200.100.81.67,Telnet,1
2018-07-20 00:30:38,2018-07-20 00:30:38,118.171.114.131,MS-DS Attack,1
2018-07-19 20:17:42,2018-07-19 20:17:42,201.6.227.205,VNC Attack,1
2018-07-19 22:52:09,2018-07-19 22:52:09,39.67.169.110,Telnet,1
2018-07-19 19:59:34,2018-07-19 19:59:34,34.239.120.158,Unclassified,1
2018-07-19 23:28:15,2018-07-19 23:28:15,201.161.129.173,Telnet,1
2018-07-20 04:38:17,2018-07-20 04:38:17,118.167.6.79,MS-DS Attack,1
2018-07-20 00:28:09,2018-07-20 00:28:09,118.166.212.17,MS-DS Attack,1
2018-07-19 22:18:57,2018-07-19 22:18:57,193.217.148.58,Unclassified,1
2018-07-19 23:34:14,2018-07-19 23:34:14,196.117.34.1,Unclassified,1
2018-07-20 00:18:00,2018-07-20 00:18:00,118.166.151.227,MS-DS Attack,1
2018-07-19 20:08:39,2018-07-19 20:08:39,27.150.85.5,Unclassified,1
2018-07-20 05:26:52,2018-07-20 05:26:52,180.241.51.89,MS-DS Attack,1
2018-07-19 22:18:29,2018-07-19 22:18:29,218.246.108.203,RDP Attack,1
2018-07-19 21:43:23,2018-07-19 21:43:23,200.29.102.102,RDP Attack,1
2018-07-19 21:43:07,2018-07-19 21:43:07,202.166.211.180,SSH Brute Force,1
2018-07-19 23:59:54,2018-07-19 23:59:54,201.186.103.168,Unclassified,1
2018-07-19 23:37:36,2018-07-19 23:37:36,185.186.51.57,Telnet,1
2018-07-19 22:59:22,2018-07-19 22:59:22,197.245.72.178,Proxy Scan,1
2018-07-20 03:39:24,2018-07-20 03:39:24,118.161.211.1,MS-DS Attack,1
2018-07-20 00:59:20,2018-07-20 00:59:20,118.161.156.222,MS-DS Attack,1
2018-07-19 20:14:10,2018-07-19 20:14:10,212.69.139.25,Proxy Scan,1
2018-07-19 19:01:16,2018-07-19 19:01:16,191.13.88.93,Proxy Scan,1
2018-07-20 05:06:38,2018-07-20 05:06:38,117.7.192.171,MS-DS Attack,1
2018-07-20 00:53:23,2018-07-20 00:53:23,113.206.199.52,Socks Scan,1
2018-07-19 20:28:55,2018-07-19 20:28:55,191.201.9.88,SSH Brute Force,1
2018-07-20 03:58:37,2018-07-20 03:58:37,117.7.111.34,MS-DS Attack,1
2018-07-19 20:43:57,2018-07-19 20:43:57,211.36.159.179,Unclassified,1
